Lawyer ID,Rating,Specialization,Experience Date,Location,Budget
3116,4.58,Criminal Law,2022,High Court,1418.0
3122,2.94,Family Law,2022,Chagancherry Court,1085.0
3128,4.3,Criminal Law,2022,Chanagancherry Munsiff court,1835.0
3142,2.4,Personal Injury,2022,Kanjirapally Munsiff court,1956.0
3145,1.5,Corporate Law,2022,High Court,1853.0
3152,3.18,Criminal Law,2022,Chanagancherry Munsiff court,1119.0
3155,2.59,Family Law,2022,Kanjirapally Munsiff court,1354.0
3169,2.61,Criminal Law,2022,Kanjirapally Munsiff court,1561.0
3172,2.02,Personal Injury,2022,Kanjirapally Court,1031.0
3180,1.09,Immigration Law,2022,Kottayam Distict Court,1773.0
3202,3.95,Personal Injury,2022,Chagancherry Court,1690.0
3211,1.0,Family Law,2022,Chagancherry Court,1028.0
3214,3.61,Corporate Law,2022,Chanagancherry Munsiff court,1780.0
3216,4.64,Criminal Law,2022,Kanjirapally Munsiff court,1048.0
3221,2.24,Immigration Law,2022,Kanjirapally Munsiff court,1431.0
3226,3.79,Corporate Law,2022,Kanjirapally Court,1611.0
3229,1.55,Immigration Law,2022,High Court,1276.0
3249,2.51,Immigration Law,2022,Chagancherry Court,1138.0
3257,2.28,Criminal Law,2022,Chanagancherry Munsiff court,1456.0
3273,1.93,Personal Injury,2022,High Court,1960.0
3277,1.43,Family Law,2022,Kottayam Distict Court,1095.0
3283,3.25,Family Law,2022,Kottayam Distict Court,1734.0
3287,2.03,Personal Injury,2022,High Court,1975.0
3306,2.51,Personal Injury,2022,Kottayam Distict Court,1251.0
3330,4.64,Immigration Law,2022,Kanjirapally Munsiff court,1161.0
3332,2.56,Personal Injury,2022,High Court,1041.0
3335,1.12,Criminal Law,2022,Kottayam Distict Court,1327.0
3338,1.03,Immigration Law,2022,Kottayam Distict Court,1236.0
3348,3.26,Criminal Law,2022,Chagancherry Court,1290.0
3349,1.8,Family Law,2022,Kanjirapally Court,1452.0
3362,2.56,Immigration Law,2022,Kottayam Distict Court,1008.0
3363,4.71,Corporate Law,2022,Kottayam Distict Court,1303.0
3378,1.42,Corporate Law,2022,Kanjirapally Court,1870.0
3398,2.31,Family Law,2022,Kanjirapally Court,1681.0
3399,3.29,Corporate Law,2022,Kanjirapally Court,1358.0
3410,2.57,Immigration Law,2022,Chanagancherry Munsiff court,1912.0
3423,1.78,Family Law,2022,Kanjirapally Munsiff court,1815.0
3443,4.87,Corporate Law,2022,Chagancherry Court,1666.0
3456,1.3,Personal Injury,2022,Kottayam Distict Court,1964.0
3515,3.97,Immigration Law,2022,Kanjirapally Munsiff court,1093.0
3539,1.41,Criminal Law,2022,Chagancherry Court,1635.0
3562,3.04,Corporate Law,2022,Kanjirapally Court,1453.0
3571,3.82,Criminal Law,2022,Kanjirapally Munsiff court,1345.0
3572,3.4,Corporate Law,2022,Chagancherry Court,1453.0
3579,1.12,Corporate Law,2022,Kottayam Distict Court,1598.0
3590,2.38,Criminal Law,2022,High Court,1079.0
3627,2.17,Corporate Law,2022,Kanjirapally Court,1851.0
3631,2.81,Personal Injury,2022,Chanagancherry Munsiff court,1866.0
3634,3.73,Immigration Law,2022,Kanjirapally Munsiff court,1361.0
3637,2.71,Immigration Law,2022,Kanjirapally Court,1236.0
3645,1.81,Criminal Law,2022,High Court,1414.0
3655,3.92,Corporate Law,2022,Chagancherry Court,1602.0
3665,2.05,Corporate Law,2022,Chagancherry Court,1045.0
3700,3.18,Personal Injury,2022,Kanjirapally Munsiff court,1452.0
3705,1.52,Corporate Law,2022,Kanjirapally Munsiff court,1439.0
3711,2.48,Personal Injury,2022,High Court,1855.0
3726,3.06,Criminal Law,2022,Kottayam Distict Court,1001.0
3733,2.67,Criminal Law,2022,Chanagancherry Munsiff court,1468.0
3736,2.25,Family Law,2022,Kanjirapally Munsiff court,1236.0
3743,1.89,Immigration Law,2022,Chanagancherry Munsiff court,1929.0
3745,3.21,Corporate Law,2022,Kanjirapally Court,1652.0
3747,2.35,Corporate Law,2022,High Court,1021.0
3751,2.5,Personal Injury,2022,Kanjirapally Court,1160.0
3755,3.21,Criminal Law,2022,Kottayam Distict Court,1697.0
3757,4.27,Immigration Law,2022,High Court,1939.0
3795,2.53,Corporate Law,2022,Chagancherry Court,1816.0
3808,3.89,Immigration Law,2022,High Court,1949.0
3813,1.53,Criminal Law,2022,Chagancherry Court,1480.0
3838,1.3,Corporate Law,2022,Kanjirapally Court,1252.0
3855,3.11,Personal Injury,2022,Kottayam Distict Court,1065.0
3858,1.57,Personal Injury,2022,Chanagancherry Munsiff court,1402.0
3867,2.78,Criminal Law,2022,Chanagancherry Munsiff court,1478.0
3871,2.11,Personal Injury,2022,Kottayam Distict Court,1794.0
3885,1.6,Immigration Law,2022,Kanjirapally Munsiff court,1188.0
3886,4.47,Criminal Law,2022,High Court,1481.0
3898,2.97,Immigration Law,2022,High Court,1234.0
3900,2.34,Family Law,2022,High Court,1224.0
3915,4.3,Family Law,2022,Kottayam Distict Court,1861.0
3921,3.06,Family Law,2022,Kottayam Distict Court,1006.0
3922,4.56,Criminal Law,2022,Kanjirapally Court,1494.0
3946,4.98,Criminal Law,2022,Kanjirapally Munsiff court,1664.0
3957,2.47,Immigration Law,2022,Chagancherry Court,1377.0
3961,2.7,Personal Injury,2022,Kottayam Distict Court,1857.0
3962,2.3,Personal Injury,2022,Kanjirapally Munsiff court,1985.0
3967,3.09,Family Law,2022,Kottayam Distict Court,1965.0
3982,4.33,Corporate Law,2022,Chagancherry Court,1143.0
3993,2.21,Personal Injury,2022,High Court,1234.0
4001,4.06,Family Law,2022,Kanjirapally Court,1159.0
4007,1.79,Family Law,2022,Kanjirapally Munsiff court,1501.0
4024,4.36,Family Law,2022,Chagancherry Court,1556.0
4031,2.88,Family Law,2022,Kottayam Distict Court,1541.0
4032,3.65,Immigration Law,2022,Kanjirapally Munsiff court,1739.0
4037,3.68,Immigration Law,2022,Chanagancherry Munsiff court,1555.0
4047,1.34,Corporate Law,2022,Chagancherry Court,1911.0
4061,4.64,Criminal Law,2022,Kanjirapally Court,1121.0
4075,4.24,Family Law,2022,Kanjirapally Court,1876.0
4077,1.11,Family Law,2022,Kanjirapally Munsiff court,1908.0
4079,4.49,Corporate Law,2022,Chagancherry Court,1776.0
4089,3.74,Immigration Law,2022,Kottayam Distict Court,1028.0
4121,2.45,Personal Injury,2022,Chanagancherry Munsiff court,1265.0
4127,4.26,Corporate Law,2022,Kanjirapally Munsiff court,1518.0
4129,1.09,Corporate Law,2022,Chagancherry Court,1257.0
4131,1.39,Family Law,2022,Kottayam Distict Court,1855.0
4134,1.73,Corporate Law,2022,Chagancherry Court,1584.0
4152,1.19,Corporate Law,2022,Kanjirapally Munsiff court,1291.0
4156,1.4,Personal Injury,2022,High Court,1946.0
4179,2.88,Corporate Law,2022,Chanagancherry Munsiff court,1050.0
4198,2.57,Immigration Law,2022,Kanjirapally Court,1706.0
4220,4.81,Criminal Law,2022,Chanagancherry Munsiff court,1813.0
4221,2.63,Immigration Law,2022,Kanjirapally Munsiff court,1669.0
4236,2.84,Corporate Law,2022,Chanagancherry Munsiff court,1499.0
4246,2.66,Corporate Law,2022,Kottayam Distict Court,1430.0
4261,2.59,Criminal Law,2022,Kanjirapally Court,1685.0
4278,4.66,Family Law,2022,Chagancherry Court,1208.0
4291,2.0,Immigration Law,2022,High Court,1825.0
4295,2.57,Family Law,2022,Chagancherry Court,1157.0
4296,4.03,Corporate Law,2022,Chagancherry Court,1939.0
4298,4.56,Family Law,2022,High Court,1617.0
4301,4.4,Immigration Law,2022,High Court,1366.0
4305,3.53,Immigration Law,2022,Kanjirapally Court,1386.0
4307,2.05,Immigration Law,2022,Kanjirapally Court,1132.0
4310,4.05,Personal Injury,2022,Kottayam Distict Court,1030.0
4312,2.98,Criminal Law,2022,Kanjirapally Court,1318.0
4319,3.8,Family Law,2022,Kanjirapally Munsiff court,1886.0
4325,4.62,Corporate Law,2022,Chagancherry Court,1376.0
4329,1.49,Criminal Law,2022,Chanagancherry Munsiff court,1973.0
4344,3.13,Corporate Law,2022,Kottayam Distict Court,1336.0
4351,1.86,Personal Injury,2022,Chanagancherry Munsiff court,1011.0
4356,3.95,Personal Injury,2022,High Court,1085.0
4365,3.7,Criminal Law,2022,Chagancherry Court,1501.0
4375,4.78,Corporate Law,2022,Chagancherry Court,1529.0
4377,2.17,Criminal Law,2022,Kanjirapally Munsiff court,1095.0
4380,3.57,Family Law,2022,High Court,1018.0
4394,3.97,Corporate Law,2022,High Court,1842.0
4404,4.23,Corporate Law,2022,Chagancherry Court,1490.0
4410,3.84,Criminal Law,2022,Chagancherry Court,1062.0
4417,1.13,Personal Injury,2022,Kottayam Distict Court,1067.0
4420,2.58,Immigration Law,2022,High Court,1332.0
4432,1.52,Immigration Law,2022,Kanjirapally Munsiff court,1070.0
4438,1.03,Immigration Law,2022,Kanjirapally Court,1597.0
4440,4.2,Criminal Law,2022,Kottayam Distict Court,1829.0
4444,4.54,Family Law,2022,Kottayam Distict Court,1099.0
4447,1.24,Family Law,2022,Kanjirapally Court,1559.0
4460,2.26,Immigration Law,2022,Kottayam Distict Court,1025.0
4464,3.81,Family Law,2022,Chanagancherry Munsiff court,1869.0
4488,4.42,Corporate Law,2022,Kanjirapally Munsiff court,1503.0
4489,1.4,Criminal Law,2022,Kottayam Distict Court,1713.0
4490,2.46,Criminal Law,2022,Chagancherry Court,1689.0
4493,1.94,Family Law,2022,Kanjirapally Munsiff court,1244.0
4495,2.52,Family Law,2022,Chanagancherry Munsiff court,1115.0
4501,3.41,Corporate Law,2022,Kanjirapally Munsiff court,1880.0
4536,3.81,Personal Injury,2022,Kanjirapally Munsiff court,1129.0
4541,2.94,Criminal Law,2022,Chanagancherry Munsiff court,1608.0
4559,4.56,Personal Injury,2022,Kottayam Distict Court,1642.0
4566,3.81,Corporate Law,2022,High Court,1079.0
4572,4.24,Immigration Law,2022,Chanagancherry Munsiff court,1847.0
4573,3.08,Immigration Law,2022,Chagancherry Court,1318.0
4578,3.66,Family Law,2022,Chagancherry Court,1970.0
4591,4.88,Personal Injury,2022,Chagancherry Court,1300.0
4593,3.31,Personal Injury,2022,Chanagancherry Munsiff court,1668.0
4595,3.53,Criminal Law,2022,Kanjirapally Munsiff court,1655.0
4625,2.99,Corporate Law,2022,Kottayam Distict Court,1689.0
4642,3.37,Family Law,2022,Kanjirapally Court,1085.0
4647,2.35,Immigration Law,2022,Kanjirapally Munsiff court,1468.0
4663,4.19,Criminal Law,2022,Chanagancherry Munsiff court,1963.0
4667,4.46,Criminal Law,2022,High Court,1735.0
4669,3.81,Family Law,2022,Chanagancherry Munsiff court,1560.0
4670,3.04,Immigration Law,2022,Kanjirapally Munsiff court,1886.0
4681,3.82,Family Law,2022,Kottayam Distict Court,1267.0
4691,4.42,Personal Injury,2022,High Court,1302.0
4699,2.91,Family Law,2022,High Court,1044.0
4701,1.8,Immigration Law,2022,Kanjirapally Munsiff court,1688.0
4717,3.91,Criminal Law,2022,Chagancherry Court,1917.0
4744,3.27,Immigration Law,2022,Chanagancherry Munsiff court,1404.0
4752,2.5,Family Law,2022,Kanjirapally Court,1295.0
4755,3.58,Criminal Law,2022,Kanjirapally Munsiff court,1758.0
4761,3.48,Family Law,2022,High Court,1322.0
4763,2.63,Personal Injury,2022,High Court,1419.0
4780,2.6,Immigration Law,2022,High Court,1443.0
4791,2.25,Immigration Law,2022,Chanagancherry Munsiff court,1628.0
4809,4.8,Personal Injury,2022,Kottayam Distict Court,1898.0
4829,4.65,Criminal Law,2022,Chanagancherry Munsiff court,1647.0
4840,2.99,Criminal Law,2022,Kottayam Distict Court,1645.0
4846,4.9,Criminal Law,2022,Kanjirapally Court,1021.0
4851,2.35,Family Law,2022,Kanjirapally Court,1680.0
4854,1.51,Family Law,2022,Chagancherry Court,1308.0
4860,4.22,Corporate Law,2022,Kanjirapally Munsiff court,1626.0
4881,4.16,Family Law,2022,Kanjirapally Court,1093.0
4887,2.97,Family Law,2022,Kottayam Distict Court,1872.0
4889,4.38,Criminal Law,2022,Kanjirapally Court,1834.0
4900,4.49,Corporate Law,2022,Kottayam Distict Court,1353.0
4910,4.35,Immigration Law,2022,Kanjirapally Munsiff court,1166.0
4913,3.25,Corporate Law,2022,Chanagancherry Munsiff court,1135.0
4936,4.33,Corporate Law,2022,Chanagancherry Munsiff court,1194.0
4952,3.21,Corporate Law,2022,Kottayam Distict Court,1169.0
4962,1.19,Corporate Law,2022,Kanjirapally Court,1356.0
4967,1.36,Immigration Law,2022,Kanjirapally Court,1314.0
4969,4.82,Family Law,2022,High Court,1535.0
4971,1.06,Immigration Law,2022,Kottayam Distict Court,1879.0
4977,4.61,Family Law,2022,Kanjirapally Court,1116.0
4981,1.02,Criminal Law,2022,Chanagancherry Munsiff court,1603.0
4985,2.54,Immigration Law,2022,High Court,1782.0
4996,4.23,Family Law,2022,High Court,1336.0
4999,2.53,Corporate Law,2022,High Court,1521.0
5018,4.56,Immigration Law,2022,Kottayam Distict Court,1109.0
5021,1.12,Corporate Law,2022,Kanjirapally Court,1427.0
5025,4.52,Family Law,2022,Kanjirapally Munsiff court,1365.0
5056,2.34,Family Law,2022,Kanjirapally Munsiff court,1409.0
5064,3.16,Personal Injury,2022,Kottayam Distict Court,1312.0
5067,1.7,Criminal Law,2022,Kanjirapally Munsiff court,1935.0
5075,2.82,Family Law,2022,Kottayam Distict Court,1242.0
5078,3.87,Personal Injury,2022,High Court,1830.0
5087,1.59,Corporate Law,2022,High Court,1413.0
5098,1.65,Family Law,2022,High Court,1582.0
5101,3.45,Criminal Law,2022,Chagancherry Court,1397.0
5111,3.37,Family Law,2022,Chanagancherry Munsiff court,1176.0
5115,4.26,Personal Injury,2022,Kottayam Distict Court,1857.0
5131,4.11,Corporate Law,2022,Chanagancherry Munsiff court,1191.0
5140,4.46,Immigration Law,2022,Kanjirapally Court,1625.0
5146,2.05,Personal Injury,2022,Chagancherry Court,1821.0
5148,4.98,Personal Injury,2022,Chanagancherry Munsiff court,1176.0
5156,1.46,Criminal Law,2022,Chagancherry Court,1548.0
5161,2.58,Family Law,2022,Kanjirapally Munsiff court,1719.0
5176,1.43,Corporate Law,2022,Kanjirapally Court,1143.0
5178,3.3,Criminal Law,2022,Kanjirapally Court,1251.0
5190,3.91,Criminal Law,2022,Chagancherry Court,1229.0
5195,3.21,Immigration Law,2022,Kanjirapally Munsiff court,1418.0
5228,4.1,Corporate Law,2022,Kanjirapally Munsiff court,1777.0
5237,1.63,Personal Injury,2022,High Court,1937.0
5245,3.8,Family Law,2022,Kanjirapally Munsiff court,1324.0
5255,4.37,Personal Injury,2022,Chagancherry Court,1155.0
5273,4.24,Family Law,2022,Kottayam Distict Court,1408.0
5282,1.29,Family Law,2022,Kanjirapally Munsiff court,1537.0
5297,1.45,Immigration Law,2022,Kanjirapally Munsiff court,1060.0
5304,2.99,Criminal Law,2022,Chanagancherry Munsiff court,1291.0
5308,3.28,Personal Injury,2022,Chanagancherry Munsiff court,1863.0
5313,2.51,Criminal Law,2022,Chanagancherry Munsiff court,1821.0
5316,3.73,Personal Injury,2022,Kanjirapally Court,1018.0
5332,1.79,Family Law,2022,Kanjirapally Court,1882.0
5334,1.89,Personal Injury,2022,Chanagancherry Munsiff court,1127.0
5350,4.29,Criminal Law,2022,Kottayam Distict Court,1483.0
5364,2.28,Immigration Law,2022,Kanjirapally Munsiff court,1543.0
5367,4.56,Corporate Law,2022,Chanagancherry Munsiff court,1872.0
5371,1.26,Family Law,2022,Kanjirapally Court,1597.0
5374,4.75,Criminal Law,2022,High Court,1659.0
5391,1.14,Criminal Law,2022,Kanjirapally Court,1741.0
5400,1.28,Corporate Law,2022,Kanjirapally Court,1736.0
5435,3.65,Corporate Law,2022,Kanjirapally Munsiff court,1867.0
5437,3.48,Criminal Law,2022,High Court,1867.0
5440,3.32,Criminal Law,2022,Kottayam Distict Court,1625.0
5469,4.94,Family Law,2022,High Court,1994.0
5473,4.68,Immigration Law,2022,Kottayam Distict Court,1198.0
5483,4.38,Corporate Law,2022,Kottayam Distict Court,1336.0
5484,3.59,Corporate Law,2022,Chagancherry Court,1569.0
5485,2.43,Criminal Law,2022,Kanjirapally Court,1788.0
5488,3.62,Criminal Law,2022,Kottayam Distict Court,1941.0
5492,3.96,Immigration Law,2022,High Court,1908.0
5494,4.09,Corporate Law,2022,Kanjirapally Munsiff court,1680.0
5528,2.2,Immigration Law,2022,Kanjirapally Court,1603.0
5531,1.39,Immigration Law,2022,High Court,1221.0
5538,1.66,Immigration Law,2022,High Court,1423.0
5539,1.79,Family Law,2022,Chagancherry Court,1759.0
5547,3.14,Immigration Law,2022,Chagancherry Court,1578.0
5550,3.02,Corporate Law,2022,Chanagancherry Munsiff court,1269.0
5561,1.53,Criminal Law,2022,Kanjirapally Munsiff court,1186.0
5567,1.22,Immigration Law,2022,High Court,1171.0
5570,2.26,Criminal Law,2022,Chagancherry Court,1599.0
5573,2.47,Immigration Law,2022,Chagancherry Court,1571.0
5591,1.98,Personal Injury,2022,Kanjirapally Munsiff court,1844.0
5596,3.37,Corporate Law,2022,Chanagancherry Munsiff court,1312.0
5598,2.42,Criminal Law,2022,Chanagancherry Munsiff court,1176.0
5626,2.16,Criminal Law,2022,Kottayam Distict Court,1563.0
5632,1.83,Criminal Law,2022,Chanagancherry Munsiff court,1003.0
5640,2.96,Criminal Law,2022,High Court,1287.0
5652,4.47,Personal Injury,2022,Chanagancherry Munsiff court,1895.0
5654,3.77,Immigration Law,2022,Kottayam Distict Court,1146.0
5657,3.02,Corporate Law,2022,Kanjirapally Court,1659.0
5677,4.96,Immigration Law,2022,Kottayam Distict Court,1728.0
5687,4.93,Immigration Law,2022,High Court,1745.0
5690,2.2,Immigration Law,2022,Kanjirapally Court,1785.0
5695,4.27,Personal Injury,2022,Chanagancherry Munsiff court,1352.0
5697,3.72,Corporate Law,2022,Chanagancherry Munsiff court,1220.0
5698,3.41,Criminal Law,2022,High Court,1256.0
5706,3.4,Personal Injury,2022,Chanagancherry Munsiff court,1582.0
5724,1.31,Personal Injury,2022,Kanjirapally Court,1404.0
5725,3.96,Family Law,2022,Chanagancherry Munsiff court,1635.0
5726,2.09,Corporate Law,2022,Chanagancherry Munsiff court,1272.0
5727,3.08,Personal Injury,2022,Kanjirapally Court,1066.0
5735,3.66,Family Law,2022,Kanjirapally Court,1195.0
5736,3.26,Criminal Law,2022,Chagancherry Court,1131.0
5737,1.45,Corporate Law,2022,Chanagancherry Munsiff court,1597.0
5750,1.52,Corporate Law,2022,Kottayam Distict Court,1899.0
5751,4.13,Personal Injury,2022,Kanjirapally Court,1763.0
5760,1.92,Criminal Law,2022,Chanagancherry Munsiff court,1798.0
5774,3.54,Personal Injury,2022,Kanjirapally Court,1589.0
5780,4.83,Criminal Law,2022,High Court,1133.0
5782,2.23,Personal Injury,2022,Chagancherry Court,1678.0
5802,2.16,Corporate Law,2022,Kanjirapally Court,1648.0
5808,2.73,Family Law,2022,Kottayam Distict Court,1194.0
5832,3.25,Personal Injury,2022,Chanagancherry Munsiff court,1988.0
5860,4.01,Personal Injury,2022,Chanagancherry Munsiff court,1551.0
5872,2.01,Criminal Law,2022,Chagancherry Court,1581.0
5888,2.49,Family Law,2022,Kanjirapally Munsiff court,1678.0
5890,2.91,Personal Injury,2022,Chanagancherry Munsiff court,1896.0
5898,3.13,Corporate Law,2022,High Court,1349.0
5906,2.33,Immigration Law,2022,Kanjirapally Court,1862.0
5909,1.43,Family Law,2022,Kottayam Distict Court,1914.0
5922,4.48,Family Law,2022,Kottayam Distict Court,1985.0
5934,4.2,Personal Injury,2022,Kanjirapally Court,1973.0
5940,4.06,Family Law,2022,Kottayam Distict Court,1185.0
5954,4.09,Criminal Law,2022,Kottayam Distict Court,1235.0
5959,1.01,Immigration Law,2022,Kanjirapally Court,1853.0
5960,2.8,Criminal Law,2022,Kanjirapally Munsiff court,1834.0
5963,1.62,Personal Injury,2022,Kottayam Distict Court,1919.0
5967,3.54,Family Law,2022,Kanjirapally Munsiff court,1296.0
5978,2.89,Immigration Law,2022,Kottayam Distict Court,1279.0
5979,2.66,Personal Injury,2022,Kanjirapally Court,1601.0
5987,2.69,Corporate Law,2022,Kanjirapally Munsiff court,1374.0
5995,3.81,Immigration Law,2022,Kanjirapally Munsiff court,1143.0
5998,2.62,Family Law,2022,Chanagancherry Munsiff court,1801.0
6005,2.78,Family Law,2022,High Court,1170.0
6006,1.85,Family Law,2022,Kanjirapally Munsiff court,1007.0
6025,2.4,Criminal Law,2022,High Court,1422.0
6030,2.49,Criminal Law,2022,Chagancherry Court,1340.0
6039,4.15,Immigration Law,2022,Kottayam Distict Court,1830.0
6052,2.81,Immigration Law,2022,Chagancherry Court,1715.0
6059,3.32,Family Law,2022,Kanjirapally Court,1118.0
6061,2.52,Family Law,2022,Kottayam Distict Court,1516.0
6066,2.04,Immigration Law,2022,Kanjirapally Munsiff court,1599.0
6073,3.73,Immigration Law,2022,Kanjirapally Munsiff court,1315.0
6079,4.63,Personal Injury,2022,Kanjirapally Munsiff court,1601.0
6089,1.69,Family Law,2022,Kottayam Distict Court,1184.0
6090,4.15,Family Law,2022,Kanjirapally Munsiff court,1930.0
6094,3.71,Family Law,2022,Kanjirapally Munsiff court,1653.0
6098,3.58,Corporate Law,2022,High Court,1503.0
6107,3.33,Criminal Law,2022,Kanjirapally Court,1110.0
6118,3.51,Criminal Law,2022,Kanjirapally Munsiff court,1300.0
6125,3.7,Family Law,2022,Kanjirapally Court,1848.0
6140,4.27,Personal Injury,2022,High Court,1302.0
6142,2.17,Family Law,2022,Kanjirapally Munsiff court,1167.0
6150,2.06,Family Law,2022,Kanjirapally Court,1328.0
6158,2.31,Immigration Law,2022,Kottayam Distict Court,1241.0
6165,3.89,Personal Injury,2022,Chagancherry Court,1057.0
6168,3.29,Criminal Law,2022,Kanjirapally Munsiff court,1288.0
6182,4.22,Family Law,2022,Chanagancherry Munsiff court,2000.0
6186,1.71,Criminal Law,2022,High Court,1068.0
6215,3.53,Family Law,2022,Kottayam Distict Court,1265.0
6232,1.49,Immigration Law,2022,Chagancherry Court,1930.0
6233,4.84,Personal Injury,2022,Chanagancherry Munsiff court,1471.0
6237,1.48,Personal Injury,2022,Kanjirapally Court,1780.0
6240,3.39,Corporate Law,2022,Kottayam Distict Court,1006.0
6250,2.57,Corporate Law,2022,Kanjirapally Court,1101.0
6298,1.34,Family Law,2022,Kanjirapally Court,1415.0
6300,3.53,Immigration Law,2022,Kanjirapally Court,1315.0
6304,3.65,Criminal Law,2022,Chagancherry Court,1306.0
6305,1.43,Immigration Law,2022,High Court,1307.0
6309,1.42,Family Law,2022,Kottayam Distict Court,1407.0
6319,4.23,Criminal Law,2022,High Court,1948.0
6326,1.6,Criminal Law,2022,High Court,1555.0
6332,4.79,Family Law,2022,Chanagancherry Munsiff court,1920.0
6351,4.83,Corporate Law,2022,Chanagancherry Munsiff court,1718.0
6355,1.42,Criminal Law,2022,High Court,1009.0
6363,3.32,Corporate Law,2022,Kanjirapally Munsiff court,1224.0
6397,3.12,Family Law,2022,Kottayam Distict Court,1847.0
6428,1.79,Immigration Law,2022,Chanagancherry Munsiff court,1011.0
6429,1.93,Criminal Law,2022,Kottayam Distict Court,1002.0
6439,2.77,Family Law,2022,Kanjirapally Munsiff court,1855.0
6468,2.51,Corporate Law,2022,Chanagancherry Munsiff court,1099.0
6469,3.32,Criminal Law,2022,Kanjirapally Court,1190.0
6471,1.85,Personal Injury,2022,Chagancherry Court,1347.0
6504,2.51,Immigration Law,2022,Chagancherry Court,1309.0
6527,3.94,Family Law,2022,Kottayam Distict Court,1342.0
6544,2.5,Criminal Law,2022,Chagancherry Court,1137.0
6549,2.17,Personal Injury,2022,Chanagancherry Munsiff court,1463.0
6551,2.32,Corporate Law,2022,Kanjirapally Court,1034.0
6557,3.93,Criminal Law,2022,Kanjirapally Munsiff court,1800.0
6564,1.38,Family Law,2022,Kanjirapally Munsiff court,1476.0
6583,2.45,Immigration Law,2022,Chanagancherry Munsiff court,1335.0
6585,2.06,Corporate Law,2022,Kanjirapally Munsiff court,1356.0
6588,1.48,Family Law,2022,Kanjirapally Court,1650.0
6599,1.91,Family Law,2022,High Court,1318.0
6609,1.84,Corporate Law,2022,Chanagancherry Munsiff court,1935.0
6621,4.12,Personal Injury,2022,Kottayam Distict Court,1006.0
6629,1.48,Immigration Law,2022,Chagancherry Court,1704.0
6630,3.98,Personal Injury,2022,Kanjirapally Court,1466.0
6642,3.38,Immigration Law,2022,Kottayam Distict Court,1611.0
6663,3.77,Family Law,2022,Chagancherry Court,1884.0
6666,3.47,Immigration Law,2022,Kottayam Distict Court,1038.0
6680,2.05,Corporate Law,2022,Chagancherry Court,1382.0
6699,4.21,Family Law,2022,Kottayam Distict Court,1422.0
6710,3.14,Criminal Law,2022,Kanjirapally Munsiff court,1247.0
6723,4.16,Immigration Law,2022,Chagancherry Court,1282.0
6728,2.33,Personal Injury,2022,High Court,1273.0
6741,2.0,Criminal Law,2022,Kottayam Distict Court,1359.0
6744,1.88,Corporate Law,2022,Kottayam Distict Court,1072.0
6768,1.46,Criminal Law,2022,Chanagancherry Munsiff court,1486.0
6781,3.59,Family Law,2022,Chagancherry Court,1377.0
6782,3.08,Family Law,2022,Chagancherry Court,1040.0
6783,3.9,Criminal Law,2022,Kanjirapally Court,1269.0
6795,1.42,Personal Injury,2022,Chagancherry Court,1791.0
6799,4.94,Personal Injury,2022,High Court,1028.0
6804,4.1,Corporate Law,2022,Kanjirapally Court,1297.0
6807,2.5,Family Law,2022,Kanjirapally Munsiff court,1622.0
6812,4.88,Immigration Law,2022,Kanjirapally Munsiff court,1598.0
6820,4.97,Criminal Law,2022,High Court,1896.0
6835,2.9,Corporate Law,2022,Chanagancherry Munsiff court,1354.0
6850,4.31,Family Law,2022,High Court,1804.0
6855,4.76,Criminal Law,2022,Kanjirapally Court,1422.0
6866,3.3,Corporate Law,2022,High Court,1101.0
6868,3.2,Criminal Law,2022,Kottayam Distict Court,1358.0
6888,3.76,Personal Injury,2022,High Court,1634.0
6889,3.44,Criminal Law,2022,Kanjirapally Munsiff court,1007.0
6891,4.11,Criminal Law,2022,Kanjirapally Court,1838.0
6897,4.04,Family Law,2022,Kottayam Distict Court,1571.0
6904,4.36,Immigration Law,2022,Kanjirapally Court,1721.0
6908,1.35,Family Law,2022,Kanjirapally Court,1826.0
6909,1.91,Family Law,2022,Chanagancherry Munsiff court,1095.0
6911,3.12,Immigration Law,2022,Chagancherry Court,1095.0
6952,1.82,Immigration Law,2022,Kanjirapally Court,1230.0
6967,3.47,Criminal Law,2022,Chanagancherry Munsiff court,1949.0
6974,2.31,Family Law,2022,High Court,1457.0
6975,2.35,Immigration Law,2022,High Court,1847.0
6992,3.96,Immigration Law,2022,Chagancherry Court,1697.0
7014,4.68,Personal Injury,2022,Kanjirapally Munsiff court,1886.0
7016,4.73,Immigration Law,2022,Kanjirapally Munsiff court,1081.0
7025,3.07,Personal Injury,2022,High Court,1035.0
7030,1.57,Corporate Law,2022,Chanagancherry Munsiff court,1865.0
7037,1.29,Corporate Law,2022,Chagancherry Court,1047.0
7045,2.85,Criminal Law,2022,Chagancherry Court,1980.0
7046,1.7,Personal Injury,2022,Kottayam Distict Court,1832.0
7061,2.82,Corporate Law,2022,Kanjirapally Court,1318.0
7067,1.02,Criminal Law,2022,Kanjirapally Court,1667.0
7102,1.63,Personal Injury,2022,Kanjirapally Munsiff court,1710.0
7117,3.13,Immigration Law,2022,Kottayam Distict Court,1911.0
7118,4.75,Family Law,2022,Kottayam Distict Court,1112.0
7120,4.81,Immigration Law,2022,Kanjirapally Court,1485.0
7136,3.27,Immigration Law,2022,Chanagancherry Munsiff court,1146.0
